Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income_Calculated,Income_to_Loan_Ratio,Monthly_Income,Monthly_Loan_Payment,Debt_to_Income_Ratio,Dependents_Num,Has_Coapplicant,High_Income,ApplicantIncome_Log,CoapplicantIncome_Log,LoanAmount_Log,Total_Income_Log
Male,Yes,0,Graduate,No,5821.0,0.0,144.0,360.0,1.0,Urban,Y,5821.0,40.144827586206894,485.0833333333333,0.4,0.0008229041659523403,0.0,0,1,8.669399124305569,0.0,4.976733742420574,8.669399124305569
Female,Yes,0,Graduate,No,2645.0,3440.0,120.0,360.0,0.0,Urban,N,6085.0,50.289256198347104,507.0833333333333,0.3333333333333333,0.0006560603575528948,0.0,1,1,7.880804344674901,8.14351740579748,4.795790545596741,8.713746330456916
Female,No,0,Graduate,No,4000.0,2275.0,144.0,360.0,1.0,Semiurban,Y,6275.0,43.275862068965516,522.9166666666666,0.4,0.0007634801972323844,0.0,1,1,8.294299608857235,7.730174795246222,4.976733742420574,8.744488113852924
Female,Yes,0,Not Graduate,No,1928.0,1644.0,100.0,360.0,1.0,Semiurban,Y,3572.0,35.366336633663366,297.6666666666667,0.2777777777777778,0.0009300595238095238,0.0,1,0,7.564757012905729,7.405495663199472,4.61512051684126,8.181160858023409
Female,No,0,Graduate,No,3086.0,0.0,120.0,360.0,1.0,Semiurban,Y,3086.0,25.50413223140496,257.1666666666667,0.3333333333333333,0.0012911555842479018,0.0,0,0,8.034955024502159,0.0,4.795790545596741,8.034955024502159
Female,No,0,Graduate,No,4230.0,0.0,112.0,360.0,1.0,Semiurban,N,4230.0,37.43362831858407,352.5,0.3111111111111111,0.0008800880088008801,0.0,0,0,8.350193650720067,0.0,4.727387818712341,8.350193650720067
Male,Yes,2,Graduate,No,4616.0,0.0,134.0,360.0,1.0,Urban,N,4616.0,34.19259259259259,384.6666666666667,0.37222222222222223,0.000965139729184673,2.0,0,0,8.43750042250699,0.0,4.90527477843843,8.43750042250699
Female,Yes,1,Graduate,Yes,10098.25,0.0,250.0,360.0,0.0,Urban,N,10098.25,40.23207171314741,841.5208333333334,0.6944444444444444,0.0008242460209523338,1.0,0,1,9.22021644264639,0.0,5.5254529391317835,9.22021644264639
Male,Yes,2,Graduate,No,2708.0,1167.0,97.0,360.0,1.0,Semiurban,Y,3875.0,39.54081632653061,322.9166666666667,0.26944444444444443,0.0008318326044078552,2.0,1,0,7.904334842085095,7.0630481633881725,4.584967478670572,8.262558973010657
Male,Yes,0,Graduate,No,2132.0,1591.0,96.0,360.0,1.0,Semiurban,Y,3723.0,38.381443298969074,310.25,0.26666666666666666,0.000856760374832664,0.0,1,0,7.665284718471351,7.3727463664043285,4.574710978503383,8.222553638396958
Male,Yes,0,Graduate,No,3366.0,2200.0,135.0,360.0,1.0,Rural,N,5566.0,40.9264705882353,463.8333333333333,0.375,0.0008067407673001076,0.0,1,1,8.121777419161074,7.696667081526462,4.912654885736052,8.624611588183507
Male,Yes,1,Graduate,No,8080.0,2250.0,180.0,360.0,1.0,Urban,Y,10330.0,57.07182320441989,860.8333333333334,0.5,0.0005801585766776251,1.0,1,1,8.997270906233448,7.719129840906732,5.198497031265826,9.242904362849446
Male,Yes,2,Not Graduate,No,3357.0,2859.0,144.0,360.0,1.0,Urban,Y,6216.0,42.86896551724138,518.0,0.4,0.0007707129094412332,2.0,1,1,8.119100837637486,7.958576903813898,4.976733742420574,8.735042754269337
Male,Yes,0,Graduate,No,2500.0,3796.0,120.0,360.0,1.0,Urban,Y,6296.0,52.03305785123967,524.6666666666666,0.3333333333333333,0.0006341154090044388,0.0,1,1,7.824445930877619,8.241966560231802,4.795790545596741,8.747828608488742
Male,Yes,3+,Graduate,No,3029.0,0.0,99.0,360.0,1.0,Urban,Y,3029.0,30.29,252.41666666666666,0.275,0.0010851693521867808,3.0,0,0,8.016317898503415,0.0,4.605170185988092,8.016317898503415
Male,Yes,0,Not Graduate,Yes,2609.0,3449.0,165.0,180.0,0.0,Rural,N,6058.0,36.493975903614455,504.8333333333333,0.9166666666666666,0.001812191103789127,0.0,1,1,7.867105500316739,8.146129510025405,5.111987788356544,8.70930004894499
Male,Yes,1,Graduate,No,4945.0,0.0,126.5,360.0,0.0,Rural,N,4945.0,38.78431372549019,412.0833333333333,0.35138888888888886,0.000850648913993679,1.0,0,0,8.506334448081361,0.0,4.848116364598481,8.506334448081361
Female,No,0,Graduate,No,4166.0,0.0,116.0,360.0,0.0,Semiurban,N,4166.0,35.60683760683761,347.1666666666667,0.32222222222222224,0.0009254826870911122,0.0,0,0,8.334951631422454,0.0,4.762173934797756,8.334951631422454
Male,Yes,0,Graduate,No,5726.0,4595.0,250.0,360.0,1.0,Semiurban,N,10321.0,41.1195219123506,860.0833333333334,0.6944444444444444,0.0008064776283105906,0.0,1,1,8.652947112393857,8.432941638968646,5.5254529391317835,9.242032818708672
Male,No,0,Not Graduate,No,3200.0,2254.0,126.0,180.0,0.0,Urban,N,5454.0,42.94488188976378,454.5,0.7,0.0015367727771679472,0.0,1,1,8.071218539969863,7.720905251936779,4.844187086458591,8.604287898267172
Male,Yes,1,Graduate,No,10098.25,0.0,250.0,360.0,1.0,Urban,Y,10098.25,40.23207171314741,841.5208333333334,0.6944444444444444,0.0008242460209523338,1.0,0,1,9.22021644264639,0.0,5.5254529391317835,9.22021644264639
Male,Yes,3+,Not Graduate,Yes,7100.0,0.0,125.0,60.0,1.0,Urban,Y,7100.0,56.34920634920635,591.6666666666666,2.0833333333333335,0.0035151856017997755,3.0,0,1,8.867990898182093,0.0,4.836281906951478,8.867990898182093
Female,No,0,Graduate,No,4300.0,0.0,136.0,360.0,0.0,Semiurban,N,4300.0,31.386861313868614,358.3333333333333,0.37777777777777777,0.0010513296227581941,0.0,0,0,8.366602832783736,0.0,4.919980925828125,8.366602832783736
Male,Yes,0,Graduate,No,3208.0,3066.0,172.0,360.0,1.0,Urban,Y,6274.0,36.26589595375722,522.8333333333334,0.4777777777777778,0.000912079753950578,0.0,1,1,8.073714641109857,8.028455164114252,5.153291594497779,8.744328763999984
Male,Yes,2,Not Graduate,Yes,1875.0,1875.0,97.0,360.0,1.0,Semiurban,Y,3750.0,38.265306122448976,312.5,0.26944444444444443,0.000859471912103491,2.0,1,0,7.53689712956617,7.53689712956617,4.584967478670572,8.229777750081887
Male,No,0,Graduate,No,3500.0,0.0,81.0,300.0,1.0,Semiurban,Y,3500.0,42.68292682926829,291.6666666666667,0.27,0.0009225512528473804,0.0,0,0,8.160803920954665,0.0,4.406719247264253,8.160803920954665
Male,Yes,3+,Not Graduate,No,4755.0,0.0,95.0,360.0,0.0,Semiurban,N,4755.0,49.53125,396.25,0.2638888888888889,0.0006642892105447172,3.0,0,0,8.467162257810672,0.0,4.564348191467836,8.467162257810672
Male,Yes,3+,Graduate,Yes,5266.0,1774.0,187.0,360.0,1.0,Semiurban,Y,7040.0,37.4468085106383,586.6666666666666,0.5194444444444445,0.0008839100018907168,3.0,1,1,8.569216219483389,7.4815557019095165,5.236441962829949,8.859505484519133
Male,No,0,Graduate,No,3750.0,0.0,113.0,480.0,1.0,Urban,N,3750.0,32.89473684210526,312.5,0.23541666666666666,0.000750930356193514,0.0,0,0,8.229777750081887,0.0,4.736198448394496,8.229777750081887
Male,No,0,Graduate,No,3750.0,4750.0,176.0,360.0,1.0,Urban,N,8500.0,48.0225988700565,708.3333333333334,0.4888888888888889,0.0006892230576441102,0.0,1,1,8.229777750081887,8.46611040118692,5.176149732573829,9.04793908261736
Male,Yes,1,Graduate,Yes,1000.0,3022.0,110.0,360.0,1.0,Urban,N,4022.0,36.234234234234236,335.1666666666667,0.3055555555555556,0.0009089406709634772,1.0,1,0,6.90875477931522,8.014004994779459,4.709530201312334,8.299783171949787
Male,Yes,3+,Graduate,No,3167.0,4000.0,180.0,300.0,0.0,Semiurban,N,7167.0,39.59668508287293,597.25,0.6,0.001002925198495612,3.0,1,1,8.060855752934316,8.294299608857235,5.198497031265826,8.877381954654766
Male,Yes,3+,Not Graduate,Yes,3333.0,2166.0,130.0,360.0,1.0,Semiurban,Y,5499.0,41.97709923664122,458.25,0.3611111111111111,0.0007863061755277324,3.0,1,1,8.111928063310739,7.681099001536359,4.875197323201151,8.612503371220562
Female,No,0,Graduate,No,3846.0,0.0,111.0,360.0,1.0,Semiurban,Y,3846.0,34.339285714285715,320.5,0.30833333333333335,0.0009590461378952826,0.0,0,0,8.255048902752295,0.0,4.718498871295094,8.255048902752295
Male,Yes,1,Graduate,Yes,2395.0,0.0,126.5,360.0,1.0,Semiurban,Y,2395.0,18.784313725490197,199.58333333333334,0.35138888888888886,0.0017518349259105384,1.0,0,0,7.78155595923534,0.0,4.848116364598481,7.78155595923534
Female,Yes,2,Graduate,No,1378.0,1881.0,167.0,360.0,1.0,Urban,N,3259.0,19.398809523809526,271.5833333333333,0.4638888888888889,0.0017018241108733316,2.0,1,0,7.229113877793302,7.540090320145325,5.123963979403259,8.089482474360754
Male,Yes,0,Graduate,No,6000.0,2250.0,250.0,360.0,1.0,Semiurban,N,8250.0,32.86852589641434,687.5,0.6944444444444444,0.001008633906237392,0.0,1,1,8.699681400989514,7.719129840906732,5.5254529391317835,9.018089684104343
Male,Yes,1,Graduate,No,3988.0,0.0,50.0,240.0,1.0,Urban,Y,3988.0,78.19607843137256,332.3333333333333,0.20833333333333334,0.000625,1.0,0,0,8.291295851905407,0.0,3.9318256327243257,8.291295851905407
Male,No,0,Graduate,No,2366.0,2531.0,136.0,360.0,1.0,Semiurban,Y,4897.0,35.74452554744526,408.0833333333333,0.37777777777777777,0.0009234738914918177,0.0,1,0,7.769378609513984,7.836764783264067,4.919980925828125,8.496582237512113
Male,Yes,2,Not Graduate,No,3333.0,2000.0,99.0,360.0,1.0,Semiurban,Y,5333.0,53.33,444.4166666666667,0.275,0.000617399438727783,2.0,1,1,8.111928063310739,7.601402334583733,4.605170185988092,8.58185670474196
Male,Yes,0,Graduate,No,2500.0,2118.0,104.0,360.0,1.0,Semiurban,Y,4618.0,43.98095238095238,384.8333333333333,0.28888888888888886,0.0007487401007919367,0.0,1,0,7.824445930877619,7.6586995582682995,4.653960350157523,8.437933510430605
Male,No,0,Graduate,No,8566.0,0.0,210.0,360.0,1.0,Urban,Y,8566.0,40.59715639810427,713.8333333333334,0.5833333333333334,0.0008160410352063418,0.0,0,1,9.055672891964043,0.0,5.351858133476067,9.055672891964043
Male,Yes,0,Graduate,No,5695.0,4167.0,175.0,360.0,1.0,Semiurban,Y,9862.0,56.03409090909091,821.8333333333334,0.4861111111111111,0.0005907771251097157,0.0,1,1,8.647519453091812,8.335191583433202,5.170483995038151,9.196545660953994
Male,Yes,0,Graduate,No,2958.0,2900.0,131.0,360.0,1.0,Semiurban,Y,5858.0,44.378787878787875,488.1666666666667,0.3638888888888889,0.0007438955139125496,0.0,1,1,7.99260665240021,7.972810784121404,4.882801922586371,8.675734219544788
Male,Yes,2,Graduate,No,6250.0,5633.125,188.0,180.0,1.0,Semiurban,Y,11883.125,62.87367724867725,990.2604166666666,1.0444444444444445,0.0010536529320484933,2.0,1,1,8.740496729931813,8.63659713491366,5.241747015059643,9.382958754871172
Male,Yes,2,Not Graduate,No,3273.0,1820.0,81.0,360.0,1.0,Urban,Y,5093.0,62.109756097560975,424.4166666666667,0.225,0.0005288932419196865,2.0,1,0,8.09376775793108,7.507141079727608,4.406719247264253,8.535818655539403
Male,No,0,Graduate,No,4133.0,0.0,122.0,360.0,1.0,Semiurban,Y,4133.0,33.60162601626016,344.4166666666667,0.3388888888888889,0.000981101728990752,0.0,0,0,8.327000740241713,0.0,4.812184355372417,8.327000740241713
Male,No,0,Not Graduate,No,3620.0,0.0,25.0,120.0,1.0,Semiurban,Y,3620.0,139.23076923076923,301.6666666666667,0.20833333333333334,0.0006883259911894273,0.0,0,0,8.19450550976564,0.0,3.258096538021482,8.19450550976564
Male,No,0,Graduate,No,6782.0,0.0,126.5,360.0,1.0,Urban,N,6782.0,53.1921568627451,565.1666666666666,0.35138888888888886,0.0006206456677460505,0.0,0,1,8.82217476094608,0.0,4.848116364598481,8.82217476094608
Female,Yes,0,Graduate,No,2484.0,2302.0,137.0,360.0,1.0,Semiurban,Y,4786.0,34.68115942028985,398.8333333333333,0.38055555555555554,0.0009517854661664582,0.0,1,0,7.818027938530729,7.741967899820685,4.927253685157205,8.473659189392508
Male,Yes,0,Graduate,No,1977.0,997.0,50.0,360.0,1.0,Semiurban,Y,2974.0,58.31372549019608,247.83333333333334,0.1388888888888889,0.0005581603036392052,0.0,1,0,7.589841512182657,6.905753276311464,3.9318256327243257,7.99799931797973
Male,Yes,0,Not Graduate,No,4188.0,0.0,115.0,180.0,1.0,Semiurban,Y,4188.0,36.10344827586207,349.0,0.6388888888888888,0.0018253968253968253,0.0,0,0,8.340217320947035,0.0,4.7535901911063645,8.340217320947035
Male,Yes,0,Graduate,No,1759.0,3541.0,131.0,360.0,1.0,Semiurban,Y,5300.0,40.15151515151515,441.6666666666667,0.3638888888888889,0.0008220381526104417,0.0,1,0,7.473069088032197,8.17244681834278,4.882801922586371,8.575650760987806
Male,Yes,2,Not Graduate,No,4288.0,3263.0,133.0,180.0,1.0,Urban,Y,7551.0,56.350746268656714,629.25,0.7388888888888889,0.0011723742782846313,2.0,1,1,8.36380888451688,8.090708716083997,4.897839799950911,8.929567707825337
Male,No,0,Graduate,No,4843.0,3806.0,151.0,360.0,1.0,Semiurban,Y,8649.0,56.901315789473685,720.75,0.41944444444444445,0.0005811492129469269,0.0,1,1,8.485496104672983,8.244596756382498,5.0238805208462765,9.065314599925925
Male,Yes,0,Graduate,No,10098.25,0.0,126.5,360.0,1.0,Urban,Y,10098.25,79.20196078431373,841.5208333333334,0.35138888888888886,0.0004170684866018809,0.0,0,1,9.22021644264639,0.0,4.848116364598481,9.22021644264639
Male,Yes,0,Graduate,No,4652.0,3583.0,126.5,360.0,1.0,Semiurban,Y,8235.0,64.58823529411765,686.25,0.35138888888888886,0.0005112970373064952,0.0,1,1,8.445267451844648,8.18423477409482,4.848116364598481,9.01627006814768
Male,Yes,0,Graduate,No,3816.0,754.0,160.0,360.0,1.0,Urban,Y,4570.0,28.385093167701864,380.8333333333333,0.4444444444444444,0.0011639749745380474,0.0,1,0,8.247220052745229,6.626717749249025,5.081404364984463,8.427487278331744
Male,Yes,1,Graduate,No,3052.0,1030.0,100.0,360.0,1.0,Urban,Y,4082.0,40.415841584158414,340.1666666666667,0.2777777777777778,0.0008141996417521576,1.0,1,0,8.023879992734878,6.93828448401696,4.61512051684126,8.314587291319576
Male,Yes,2,Graduate,No,10098.25,1126.0,225.0,360.0,1.0,Urban,Y,11224.25,49.66482300884956,935.3541666666666,0.625,0.0006674824785849371,2.0,1,1,9.22021644264639,7.027314514039777,5.420534999272286,9.325920984077365
Male,No,0,Not Graduate,No,7333.0,0.0,120.0,360.0,1.0,Rural,N,7333.0,60.603305785123965,611.0833333333334,0.3333333333333333,0.0005445881552076241,0.0,0,1,8.900276348631271,0.0,4.795790545596741,8.900276348631271
Male,Yes,2,Graduate,No,3800.0,3600.0,216.0,360.0,0.0,Urban,N,7400.0,34.10138248847926,616.6666666666666,0.6,0.0009713977334052888,2.0,1,1,8.24301946898925,8.188966863648876,5.37989735354046,8.909370405197466
Male,Yes,3+,Not Graduate,No,2071.0,754.0,94.0,480.0,1.0,Semiurban,Y,2825.0,29.736842105263158,235.41666666666666,0.19583333333333333,0.0008283397955586888,3.0,1,0,7.6362696033793735,6.626717749249025,4.553876891600541,7.946617563244473
Male,No,0,Graduate,No,5316.0,0.0,136.0,360.0,1.0,Urban,Y,5316.0,38.802919708029194,443.0,0.37777777777777777,0.0008508508508508508,0.0,0,0,8.57866451350434,0.0,4.919980925828125,8.57866451350434
